eventid, userid, eventtime, type, diffgold, diffpower, difflevel
6105,343,2022-12-18 06:31:21,1,-92312,90505,0
6106,709,2022-12-18 06:32:04,1,-60296,44367,0
6107,158,2022-12-18 06:32:06,1,-11720,24259,0
6108,836,2022-12-18 06:32:29,2,80371,0,0
6109,918,2022-12-18 06:32:32,2,84612,0,0
6110,792,2022-12-18 06:33:09,3,0,0,1
6111,389,2022-12-18 06:33:58,3,0,0,2
6112,850,2022-12-18 06:34:05,2,30236,0,0
6113,277,2022-12-18 06:34:07,3,0,0,1
6114,775,2022-12-18 06:34:10,3,0,0,1
6115,874,2022-12-18 06:34:32,1,-76991,86488,0
6116,851,2022-12-18 06:35:06,1,-24179,57479,0
6117,31,2022-12-18 06:35:24,3,0,0,1
6118,36,2022-12-18 06:35:28,2,1535,0,0
6119,37,2022-12-18 06:35:32,1,-41688,94612,0
6120,593,2022-12-18 06:36:17,1,-65988,6931,0
6121,326,2022-12-18 06:36:27,1,-39163,90093,0
6122,893,2022-12-18 06:36:44,2,75530,0,0
6123,412,2022-12-18 06:36:59,1,-73910,64642,0
6124,706,2022-12-18 06:37:27,1,-96988,30143,0
6125,723,2022-12-18 06:38:10,1,-3386,86406,0
6126,463,2022-12-18 06:38:53,2,73895,0,0
6127,253,2022-12-18 06:39:06,1,-35351,14081,0
6128,521,2022-12-18 06:39:48,1,-48163,58991,0
6129,112,2022-12-18 06:40:29,2,44859,0,0
6130,602,2022-12-18 06:40:41,1,-71243,67225,0
6131,478,2022-12-18 06:41:03,3,0,0,1
6132,150,2022-12-18 06:41:43,2,2666,0,0
6133,277,2022-12-18 06:41:44,2,86342,0,0
6134,430,2022-12-18 06:41:53,3,0,0,1
6135,423,2022-12-18 06:41:57,3,0,0,1
6136,542,2022-12-18 06:42:36,3,0,0,1
6137,786,2022-12-18 06:42:48,2,9699,0,0
6138,450,2022-12-18 06:43:09,3,0,0,2
6139,382,2022-12-18 06:43:51,3,0,0,1
6140,368,2022-12-18 06:44:36,1,-20240,86939,0
6141,515,2022-12-18 06:45:01,1,-26619,34992,0
6142,489,2022-12-18 06:45:35,2,33639,0,0
6143,659,2022-12-18 06:46:13,3,0,0,2
6144,700,2022-12-18 06:46:37,2,1390,0,0
6145,201,2022-12-18 06:46:47,3,0,0,1
6146,210,2022-12-18 06:47:01,1,-51526,58790,0
6147,911,2022-12-18 06:47:07,3,0,0,2
6148,674,2022-12-18 06:47:50,2,89766,0,0
6149,885,2022-12-18 06:47:53,3,0,0,1
6150,496,2022-12-18 06:48:26,2,69623,0,0
6151,311,2022-12-18 06:48:43,3,0,0,1
6152,365,2022-12-18 06:49:22,3,0,0,1
6153,470,2022-12-18 06:49:43,3,0,0,2
6154,10,2022-12-18 06:50:20,1,-29985,76990,0
6155,926,2022-12-18 06:51:00,2,8458,0,0
6156,10,2022-12-18 06:51:26,2,14032,0,0
6157,860,2022-12-18 06:51:33,1,-35993,64954,0
6158,75,2022-12-18 06:52:06,2,51643,0,0
6159,265,2022-12-18 06:52:14,2,43978,0,0
6160,593,2022-12-18 06:52:28,1,-99558,42366,0
6161,28,2022-12-18 06:52:41,2,17333,0,0
6162,769,2022-12-18 06:52:50,1,-93161,30549,0
6163,242,2022-12-18 06:53:28,1,-56600,44568,0
6164,855,2022-12-18 06:53:29,1,-90987,81518,0
6165,842,2022-12-18 06:54:07,3,0,0,1
6166,749,2022-12-18 06:54:31,1,-44639,93669,0
6167,248,2022-12-18 06:54:37,3,0,0,1
6168,17,2022-12-18 06:54:47,1,-21413,82814,0
6169,17,2022-12-18 06:55:07,2,80211,0,0
6170,52,2022-12-18 06:55:18,2,37130,0,0
6171,996,2022-12-18 06:55:27,2,49512,0,0
6172,693,2022-12-18 06:56:06,3,0,0,1
6173,884,2022-12-18 06:56:53,2,21829,0,0
6174,296,2022-12-18 06:57:29,3,0,0,2
6175,249,2022-12-18 06:57:34,1,-82466,70690,0
6176,815,2022-12-18 06:57:37,1,-69715,13484,0
6177,367,2022-12-18 06:57:52,1,-73495,26079,0
6178,739,2022-12-18 06:58:17,3,0,0,2
6179,129,2022-12-18 06:58:25,3,0,0,1
6180,707,2022-12-18 06:58:31,2,5069,0,0
6181,853,2022-12-18 06:59:18,2,60643,0,0
6182,246,2022-12-18 06:59:32,1,-39325,32950,0
6183,70,2022-12-18 06:59:50,1,-76659,84989,0
6184,844,2022-12-18 07:00:21,2,8068,0,0
6185,472,2022-12-18 07:01:05,1,-6612,11464,0
6186,806,2022-12-18 07:01:35,1,-72428,2976,0
6187,697,2022-12-18 07:01:50,1,-61599,30716,0
6188,45,2022-12-18 07:02:22,3,0,0,2
6189,904,2022-12-18 07:02:27,2,47199,0,0
6190,369,2022-12-18 07:02:28,3,0,0,1
6191,347,2022-12-18 07:03:18,3,0,0,1
6192,110,2022-12-18 07:03:51,2,58422,0,0
6193,540,2022-12-18 07:03:58,3,0,0,1
6194,314,2022-12-18 07:04:22,3,0,0,1
6195,459,2022-12-18 07:04:53,2,71496,0,0
6196,718,2022-12-18 07:05:27,2,19446,0,0
6197,864,2022-12-18 07:05:56,1,-63079,75033,0
6198,175,2022-12-18 07:06:05,1,-88678,52457,0
6199,608,2022-12-18 07:06:15,2,60467,0,0
6200,878,2022-12-18 07:06:51,2,55116,0,0
6201,582,2022-12-18 07:07:23,2,95467,0,0
6202,827,2022-12-18 07:07:52,2,69874,0,0
6203,629,2022-12-18 07:08:23,1,-90557,8609,0
6204,616,2022-12-18 07:08:48,1,-10944,14911,0
6205,189,2022-12-18 07:09:17,3,0,0,1
6206,365,2022-12-18 07:10:06,2,15157,0,0
6207,633,2022-12-18 07:10:20,1,-54795,89842,0
6208,943,2022-12-18 07:10:28,1,-94718,13717,0
6209,329,2022-12-18 07:11:15,1,-10606,26071,0
6210,743,2022-12-18 07:11:56,3,0,0,2
6211,524,2022-12-18 07:12:03,2,14798,0,0
6212,275,2022-12-18 07:12:07,2,96723,0,0
6213,752,2022-12-18 07:12:20,2,19446,0,0
6214,365,2022-12-18 07:12:29,3,0,0,1
6215,879,2022-12-18 07:12:32,3,0,0,1
6216,527,2022-12-18 07:12:56,3,0,0,1
6217,747,2022-12-18 07:13:17,1,-9695,20190,0
6218,563,2022-12-18 07:13:36,3,0,0,2
6219,877,2022-12-18 07:14:00,1,-35393,30634,0
6220,931,2022-12-18 07:14:09,1,-21093,20321,0
6221,781,2022-12-18 07:14:50,2,46184,0,0
6222,141,2022-12-18 07:15:38,3,0,0,1
6223,751,2022-12-18 07:16:27,3,0,0,1
6224,258,2022-12-18 07:17:13,3,0,0,1
6225,369,2022-12-18 07:17:20,3,0,0,2
6226,967,2022-12-18 07:17:29,1,-65804,27342,0
6227,530,2022-12-18 07:17:50,2,83122,0,0
6228,867,2022-12-18 07:18:03,2,51609,0,0
6229,661,2022-12-18 07:18:50,3,0,0,2
6230,144,2022-12-18 07:18:54,2,53351,0,0
6231,948,2022-12-18 07:19:03,2,43533,0,0
6232,83,2022-12-18 07:19:27,2,48758,0,0
6233,749,2022-12-18 07:20:15,2,27623,0,0
6234,210,2022-12-18 07:20:56,1,-1614,11237,0
6235,790,2022-12-18 07:21:41,2,62696,0,0
6236,574,2022-12-18 07:22:00,3,0,0,2
6237,692,2022-12-18 07:22:08,1,-202,86118,0
6238,150,2022-12-18 07:22:44,1,-53633,3645,0
6239,494,2022-12-18 07:23:33,3,0,0,1
6240,722,2022-12-18 07:23:40,1,-54602,64914,0
6241,50,2022-12-18 07:23:50,3,0,0,1
6242,647,2022-12-18 07:24:19,2,51323,0,0
6243,726,2022-12-18 07:24:58,3,0,0,2
6244,688,2022-12-18 07:25:11,2,52199,0,0
6245,108,2022-12-18 07:25:13,2,26407,0,0
6246,815,2022-12-18 07:25:20,2,75421,0,0
6247,667,2022-12-18 07:25:48,3,0,0,1
6248,683,2022-12-18 07:26:20,2,91038,0,0
6249,696,2022-12-18 07:26:36,2,25952,0,0
6250,603,2022-12-18 07:26:40,2,53417,0,0
6251,192,2022-12-18 07:26:52,1,-35740,53728,0
6252,522,2022-12-18 07:27:12,1,-76096,49390,0
6253,8,2022-12-18 07:27:52,2,24931,0,0
6254,158,2022-12-18 07:28:23,1,-96523,30218,0
6255,295,2022-12-18 07:28:25,2,94176,0,0
6256,77,2022-12-18 07:28:58,2,32485,0,0
6257,917,2022-12-18 07:29:10,3,0,0,1
6258,639,2022-12-18 07:29:49,1,-96875,40820,0
6259,356,2022-12-18 07:30:34,2,79291,0,0
6260,68,2022-12-18 07:30:54,1,-9155,62909,0
6261,917,2022-12-18 07:31:03,3,0,0,2
6262,555,2022-12-18 07:31:27,1,-69823,1847,0
6263,868,2022-12-18 07:31:59,1,-55555,72262,0
6264,443,2022-12-18 07:32:33,1,-30079,56207,0
6265,430,2022-12-18 07:33:22,1,-4228,36198,0
6266,586,2022-12-18 07:33:54,1,-68012,62770,0
6267,263,2022-12-18 07:33:59,3,0,0,1
6268,479,2022-12-18 07:34:46,2,64721,0,0
6269,721,2022-12-18 07:35:15,3,0,0,1
6270,78,2022-12-18 07:35:20,2,41153,0,0
6271,945,2022-12-18 07:36:08,3,0,0,2
6272,649,2022-12-18 07:36:53,3,0,0,1
6273,693,2022-12-18 07:37:19,1,-36337,22832,0
6274,39,2022-12-18 07:38:09,2,35357,0,0
6275,275,2022-12-18 07:38:38,2,52481,0,0
6276,142,2022-12-18 07:39:06,3,0,0,1
6277,841,2022-12-18 07:39:53,3,0,0,2
6278,711,2022-12-18 07:40:30,2,79923,0,0
6279,77,2022-12-18 07:40:42,1,-99869,88310,0
6280,373,2022-12-18 07:40:45,3,0,0,2
6281,862,2022-12-18 07:41:11,3,0,0,1
6282,913,2022-12-18 07:41:40,3,0,0,2
6283,154,2022-12-18 07:41:52,3,0,0,1
6284,253,2022-12-18 07:42:37,2,30605,0,0
6285,108,2022-12-18 07:42:41,3,0,0,2
6286,861,2022-12-18 07:43:27,3,0,0,2
6287,334,2022-12-18 07:44:16,1,-49906,33575,0
6288,451,2022-12-18 07:44:49,3,0,0,1
6289,225,2022-12-18 07:45:00,3,0,0,1
6290,711,2022-12-18 07:45:11,1,-49584,17001,0
6291,528,2022-12-18 07:46:01,3,0,0,1
6292,155,2022-12-18 07:46:11,1,-56866,91958,0
6293,809,2022-12-18 07:46:46,2,42145,0,0
6294,816,2022-12-18 07:47:20,2,41511,0,0
6295,157,2022-12-18 07:47:25,3,0,0,1
6296,328,2022-12-18 07:47:44,2,35832,0,0
6297,187,2022-12-18 07:48:26,2,26082,0,0
6298,353,2022-12-18 07:48:41,1,-56581,33308,0
6299,820,2022-12-18 07:48:50,1,-15776,99445,0
6300,857,2022-12-18 07:49:07,1,-85189,73425,0
6301,397,2022-12-18 07:49:50,1,-39433,91753,0
6302,525,2022-12-18 07:50:06,2,70716,0,0
6303,391,2022-12-18 07:50:43,1,-97963,12974,0
6304,353,2022-12-18 07:51:11,1,-87058,62322,0
6305,178,2022-12-18 07:51:54,2,67967,0,0
6306,175,2022-12-18 07:52:37,1,-54355,16426,0
6307,598,2022-12-18 07:53:25,1,-54663,85690,0
6308,690,2022-12-18 07:54:15,3,0,0,2
6309,175,2022-12-18 07:54:52,3,0,0,2
6310,282,2022-12-18 07:55:04,3,0,0,1
6311,565,2022-12-18 07:55:13,1,-12169,69373,0
6312,869,2022-12-18 07:55:32,1,-83872,45907,0
6313,120,2022-12-18 07:55:45,1,-78416,51713,0
6314,188,2022-12-18 07:55:52,1,-75052,27921,0
6315,382,2022-12-18 07:56:39,3,0,0,1
6316,185,2022-12-18 07:57:22,3,0,0,2
6317,75,2022-12-18 07:57:56,1,-96853,94339,0
6318,8,2022-12-18 07:58:04,1,-65028,79771,0
6319,507,2022-12-18 07:58:06,2,89253,0,0
6320,105,2022-12-18 07:58:53,1,-82823,41635,0
6321,780,2022-12-18 07:59:43,1,-72957,58088,0
6322,45,2022-12-18 08:00:12,1,-36543,9485,0
6323,629,2022-12-18 08:00:34,2,646,0,0
6324,179,2022-12-18 08:00:47,2,83237,0,0
6325,426,2022-12-18 08:00:51,1,-85157,53613,0
6326,957,2022-12-18 08:01:39,3,0,0,1
6327,206,2022-12-18 08:02:18,1,-61805,10765,0
6328,515,2022-12-18 08:02:44,1,-85707,37701,0
6329,1,2022-12-18 08:03:22,3,0,0,1
6330,966,2022-12-18 08:03:24,1,-95727,24244,0
6331,776,2022-12-18 08:03:36,2,59318,0,0
6332,562,2022-12-18 08:03:38,3,0,0,1
6333,430,2022-12-18 08:04:21,1,-86129,4115,0
6334,43,2022-12-18 08:04:55,3,0,0,1
6335,318,2022-12-18 08:05:07,3,0,0,1
6336,66,2022-12-18 08:05:14,3,0,0,1
6337,485,2022-12-18 08:06:00,1,-45061,4860,0
6338,224,2022-12-18 08:06:48,2,62058,0,0
6339,586,2022-12-18 08:07:16,2,93863,0,0
6340,312,2022-12-18 08:07:17,2,44309,0,0
6341,149,2022-12-18 08:07:47,2,29666,0,0
6342,452,2022-12-18 08:08:14,1,-12044,48186,0
6343,586,2022-12-18 08:08:22,3,0,0,2
6344,484,2022-12-18 08:08:45,1,-64996,76307,0
6345,138,2022-12-18 08:09:29,3,0,0,1
6346,422,2022-12-18 08:10:15,2,9023,0,0
6347,584,2022-12-18 08:10:58,1,-4859,28280,0
6348,125,2022-12-18 08:11:13,1,-91186,20698,0
6349,412,2022-12-18 08:11:46,3,0,0,1
6350,448,2022-12-18 08:12:29,3,0,0,2
6351,665,2022-12-18 08:12:36,3,0,0,2
6352,807,2022-12-18 08:12:45,2,49343,0,0
6353,686,2022-12-18 08:13:22,3,0,0,1
6354,789,2022-12-18 08:13:39,1,-21551,96664,0
6355,215,2022-12-18 08:13:44,1,-80267,63671,0
6356,107,2022-12-18 08:14:02,1,-50948,83645,0
6357,403,2022-12-18 08:14:39,3,0,0,1
6358,128,2022-12-18 08:14:44,3,0,0,1
6359,817,2022-12-18 08:15:02,2,99097,0,0
6360,15,2022-12-18 08:15:20,3,0,0,1
6361,67,2022-12-18 08:15:26,2,31984,0,0
6362,979,2022-12-18 08:16:13,3,0,0,2
6363,462,2022-12-18 08:16:44,1,-8667,13188,0
6364,838,2022-12-18 08:17:00,2,65297,0,0
6365,406,2022-12-18 08:17:21,1,-26867,10280,0
6366,309,2022-12-18 08:17:56,1,-14816,25950,0
6367,10,2022-12-18 08:18:24,2,70697,0,0
6368,903,2022-12-18 08:18:59,3,0,0,1
6369,141,2022-12-18 08:19:19,3,0,0,2
6370,693,2022-12-18 08:20:06,3,0,0,2
6371,559,2022-12-18 08:20:20,2,53188,0,0
6372,898,2022-12-18 08:20:29,2,86905,0,0
6373,341,2022-12-18 08:21:07,1,-48091,40347,0
6374,941,2022-12-18 08:21:50,2,35505,0,0
6375,279,2022-12-18 08:22:15,1,-43948,89258,0
6376,608,2022-12-18 08:22:28,1,-59567,74242,0
6377,590,2022-12-18 08:22:32,2,81154,0,0
6378,354,2022-12-18 08:22:42,3,0,0,1
6379,360,2022-12-18 08:23:16,2,81261,0,0
6380,554,2022-12-18 08:23:19,1,-87305,63699,0
6381,182,2022-12-18 08:23:40,3,0,0,1
6382,461,2022-12-18 08:23:48,3,0,0,2
6383,41,2022-12-18 08:24:19,2,98899,0,0
6384,40,2022-12-18 08:24:59,3,0,0,2
6385,238,2022-12-18 08:25:05,3,0,0,2
6386,716,2022-12-18 08:25:40,2,38711,0,0
6387,923,2022-12-18 08:26:13,2,95262,0,0
6388,397,2022-12-18 08:26:51,1,-38204,90320,0
6389,149,2022-12-18 08:27:07,3,0,0,1
6390,878,2022-12-18 08:27:15,2,13776,0,0
6391,597,2022-12-18 08:28:01,2,67773,0,0
6392,85,2022-12-18 08:28:02,2,78408,0,0
6393,710,2022-12-18 08:28:44,3,0,0,2
6394,63,2022-12-18 08:29:17,2,45781,0,0
6395,115,2022-12-18 08:29:25,2,22997,0,0
6396,815,2022-12-18 08:29:35,2,95904,0,0
6397,523,2022-12-18 08:29:40,3,0,0,1
6398,799,2022-12-18 08:30:00,1,-76617,70056,0
6399,493,2022-12-18 08:30:37,3,0,0,1
6400,671,2022-12-18 08:30:40,3,0,0,1
6401,735,2022-12-18 08:30:42,3,0,0,1
6402,830,2022-12-18 08:31:13,1,-21573,46984,0
6403,490,2022-12-18 08:31:47,1,-11849,60109,0
6404,187,2022-12-18 08:32:12,1,-72732,4341,0
6405,741,2022-12-18 08:33:02,1,-20375,50188,0
6406,893,2022-12-18 08:33:06,2,47705,0,0
6407,810,2022-12-18 08:33:32,3,0,0,1
6408,980,2022-12-18 08:34:00,1,-145,28597,0
6409,205,2022-12-18 08:34:37,3,0,0,1
6410,536,2022-12-18 08:34:59,3,0,0,2
6411,151,2022-12-18 08:35:24,3,0,0,2
6412,325,2022-12-18 08:36:05,1,-45431,67550,0
6413,169,2022-12-18 08:36:51,2,89118,0,0
6414,1000,2022-12-18 08:37:22,3,0,0,2
6415,119,2022-12-18 08:38:05,2,27908,0,0
6416,308,2022-12-18 08:38:17,1,-35130,42685,0
6417,14,2022-12-18 08:38:21,3,0,0,2
6418,976,2022-12-18 08:39:01,2,95914,0,0
6419,750,2022-12-18 08:39:13,2,21942,0,0
6420,42,2022-12-18 08:39:16,2,49442,0,0
6421,107,2022-12-18 08:39:52,2,70489,0,0
6422,346,2022-12-18 08:40:23,3,0,0,2
6423,300,2022-12-18 08:40:42,3,0,0,2
6424,200,2022-12-18 08:40:50,1,-9736,97603,0
6425,879,2022-12-18 08:41:33,1,-78669,61923,0
6426,938,2022-12-18 08:41:34,1,-96660,33341,0
6427,574,2022-12-18 08:42:01,2,8971,0,0
6428,112,2022-12-18 08:42:48,1,-50681,13587,0
6429,781,2022-12-18 08:42:57,1,-75499,49628,0
6430,571,2022-12-18 08:43:38,3,0,0,1
6431,279,2022-12-18 08:44:22,1,-30975,72370,0
6432,219,2022-12-18 08:44:52,1,-28641,29738,0
6433,537,2022-12-18 08:44:59,3,0,0,1
6434,453,2022-12-18 08:45:43,3,0,0,1
6435,675,2022-12-18 08:46:09,1,-10474,2427,0
6436,414,2022-12-18 08:46:50,3,0,0,2
6437,366,2022-12-18 08:47:21,1,-14397,89810,0
6438,258,2022-12-18 08:47:43,1,-49819,91675,0
6439,304,2022-12-18 08:48:24,3,0,0,2
6440,350,2022-12-18 08:49:08,2,10776,0,0
6441,246,2022-12-18 08:49:37,2,20345,0,0
6442,571,2022-12-18 08:50:08,3,0,0,1
6443,643,2022-12-18 08:50:18,2,44828,0,0
6444,85,2022-12-18 08:50:22,2,75891,0,0
6445,725,2022-12-18 08:51:02,1,-75429,8028,0
6446,560,2022-12-18 08:51:49,1,-2390,6431,0
6447,198,2022-12-18 08:52:24,1,-49875,82552,0
6448,502,2022-12-18 08:53:03,1,-4585,56038,0
6449,543,2022-12-18 08:53:36,2,20124,0,0
6450,661,2022-12-18 08:53:43,1,-61862,30189,0
6451,134,2022-12-18 08:54:18,2,8019,0,0
6452,772,2022-12-18 08:54:19,1,-86165,39006,0
6453,865,2022-12-18 08:54:48,2,42995,0,0
6454,566,2022-12-18 08:55:16,2,20454,0,0
6455,236,2022-12-18 08:55:55,3,0,0,1
6456,616,2022-12-18 08:56:07,3,0,0,2
6457,185,2022-12-18 08:56:18,3,0,0,1
6458,506,2022-12-18 08:56:30,2,92403,0,0
6459,334,2022-12-18 08:57:12,2,64204,0,0
6460,930,2022-12-18 08:57:23,3,0,0,1
6461,356,2022-12-18 08:57:25,2,13350,0,0
6462,834,2022-12-18 08:57:50,2,93868,0,0
6463,301,2022-12-18 08:58:22,2,70887,0,0
6464,917,2022-12-18 08:58:41,1,-37486,61544,0
6465,72,2022-12-18 08:58:56,2,6781,0,0
6466,60,2022-12-18 08:59:17,1,-3333,98567,0
6467,997,2022-12-18 08:59:39,2,92357,0,0
6468,577,2022-12-18 08:59:48,1,-38349,96204,0
6469,753,2022-12-18 09:00:26,1,-5430,6150,0
6470,460,2022-12-18 09:01:12,2,84490,0,0
6471,227,2022-12-18 09:02:00,1,-6155,64547,0
6472,922,2022-12-18 09:02:41,3,0,0,1
6473,592,2022-12-18 09:03:07,1,-50362,70791,0
6474,86,2022-12-18 09:03:47,1,-97786,77712,0
6475,5,2022-12-18 09:04:12,1,-35922,57654,0
6476,409,2022-12-18 09:05:02,3,0,0,2
6477,909,2022-12-18 09:05:28,3,0,0,2
6478,726,2022-12-18 09:05:38,1,-42150,46989,0
6479,245,2022-12-18 09:05:56,3,0,0,2
6480,359,2022-12-18 09:06:10,3,0,0,1
6481,569,2022-12-18 09:06:23,1,-25357,30816,0
6482,218,2022-12-18 09:07:13,1,-14168,73959,0
6483,697,2022-12-18 09:08:02,2,78384,0,0
6484,68,2022-12-18 09:08:20,1,-25236,97253,0
6485,44,2022-12-18 09:08:31,2,14538,0,0
6486,105,2022-12-18 09:08:53,1,-40402,99267,0
6487,500,2022-12-18 09:09:13,2,35200,0,0
6488,228,2022-12-18 09:09:17,3,0,0,1
6489,8,2022-12-18 09:09:51,3,0,0,1
6490,312,2022-12-18 09:10:14,1,-2431,83263,0
6491,54,2022-12-18 09:10:50,2,34409,0,0
6492,833,2022-12-18 09:11:13,3,0,0,2
6493,370,2022-12-18 09:11:44,3,0,0,1
6494,967,2022-12-18 09:12:11,1,-27260,51784,0
6495,44,2022-12-18 09:12:18,2,20907,0,0
6496,426,2022-12-18 09:13:07,2,52158,0,0
6497,438,2022-12-18 09:13:29,3,0,0,2
6498,845,2022-12-18 09:13:44,2,19260,0,0
6499,279,2022-12-18 09:13:53,3,0,0,1
6500,764,2022-12-18 09:13:59,2,45598,0,0
6501,490,2022-12-18 09:14:43,3,0,0,2
6502,128,2022-12-18 09:15:14,3,0,0,1
6503,427,2022-12-18 09:15:17,2,14334,0,0
6504,74,2022-12-18 09:16:07,2,18238,0,0
6505,687,2022-12-18 09:16:40,2,29092,0,0
6506,861,2022-12-18 09:16:44,3,0,0,2
6507,81,2022-12-18 09:17:23,3,0,0,2
6508,94,2022-12-18 09:17:34,1,-55638,77732,0
6509,18,2022-12-18 09:17:40,3,0,0,1
6510,39,2022-12-18 09:18:08,3,0,0,2
6511,262,2022-12-18 09:18:43,1,-5255,10029,0
6512,996,2022-12-18 09:18:58,1,-54763,29807,0
6513,973,2022-12-18 09:19:35,3,0,0,1
6514,601,2022-12-18 09:19:54,2,45589,0,0
6515,330,2022-12-18 09:20:00,2,94966,0,0
6516,419,2022-12-18 09:20:05,1,-402,19360,0
6517,564,2022-12-18 09:20:08,1,-43849,64303,0
6518,49,2022-12-18 09:20:21,1,-53600,55810,0
6519,617,2022-12-18 09:20:50,1,-20372,13669,0
6520,313,2022-12-18 09:21:24,3,0,0,2
6521,695,2022-12-18 09:21:42,1,-76428,67721,0
6522,754,2022-12-18 09:21:56,2,56904,0,0
6523,874,2022-12-18 09:22:03,3,0,0,2
6524,663,2022-12-18 09:22:39,3,0,0,1
6525,714,2022-12-18 09:23:28,3,0,0,2
6526,965,2022-12-18 09:23:49,2,44309,0,0
6527,910,2022-12-18 09:24:37,3,0,0,1
6528,527,2022-12-18 09:25:20,1,-71881,55877,0
6529,851,2022-12-18 09:25:57,2,83211,0,0
6530,347,2022-12-18 09:26:10,3,0,0,1
6531,202,2022-12-18 09:26:12,1,-61372,43245,0
6532,6,2022-12-18 09:26:33,2,9828,0,0
6533,352,2022-12-18 09:27:10,2,51874,0,0
6534,110,2022-12-18 09:27:30,3,0,0,1
6535,860,2022-12-18 09:27:37,3,0,0,2
6536,674,2022-12-18 09:27:45,1,-45259,84173,0
6537,981,2022-12-18 09:28:33,2,66326,0,0
6538,323,2022-12-18 09:28:54,2,37379,0,0
6539,135,2022-12-18 09:29:28,2,13156,0,0
6540,717,2022-12-18 09:29:42,2,27101,0,0
6541,382,2022-12-18 09:30:01,3,0,0,1
6542,672,2022-12-18 09:30:40,3,0,0,2
6543,889,2022-12-18 09:31:26,2,80726,0,0
6544,490,2022-12-18 09:31:41,2,39482,0,0
6545,417,2022-12-18 09:32:25,2,80538,0,0
6546,78,2022-12-18 09:33:01,3,0,0,1
6547,279,2022-12-18 09:33:11,1,-15635,9084,0
6548,164,2022-12-18 09:33:57,2,91128,0,0
6549,484,2022-12-18 09:34:00,3,0,0,2
6550,924,2022-12-18 09:34:13,3,0,0,2
6551,724,2022-12-18 09:34:46,2,4774,0,0
6552,256,2022-12-18 09:35:15,2,85658,0,0
6553,681,2022-12-18 09:35:52,3,0,0,2
6554,2,2022-12-18 09:36:05,1,-62667,36247,0
6555,531,2022-12-18 09:36:14,3,0,0,2
6556,953,2022-12-18 09:36:31,2,8404,0,0
6557,13,2022-12-18 09:37:02,1,-80447,6429,0
6558,360,2022-12-18 09:37:37,2,40090,0,0
6559,192,2022-12-18 09:38:21,1,-68640,22076,0
6560,383,2022-12-18 09:39:05,1,-4218,98397,0
6561,358,2022-12-18 09:39:24,2,5192,0,0
6562,124,2022-12-18 09:40:11,1,-92805,59285,0
6563,788,2022-12-18 09:40:54,3,0,0,2
6564,891,2022-12-18 09:41:02,2,36368,0,0
6565,349,2022-12-18 09:41:31,2,30111,0,0
6566,262,2022-12-18 09:41:55,3,0,0,1
6567,741,2022-12-18 09:42:03,3,0,0,2
6568,959,2022-12-18 09:42:49,3,0,0,1
6569,959,2022-12-18 09:43:16,2,70911,0,0
6570,203,2022-12-18 09:43:30,2,54132,0,0
6571,49,2022-12-18 09:43:56,3,0,0,2
6572,697,2022-12-18 09:44:08,2,92509,0,0
6573,900,2022-12-18 09:44:28,1,-425,31555,0
6574,214,2022-12-18 09:44:49,2,9201,0,0
6575,66,2022-12-18 09:45:22,2,52729,0,0
6576,963,2022-12-18 09:45:45,2,65309,0,0
6577,586,2022-12-18 09:45:52,1,-95810,46489,0
6578,886,2022-12-18 09:46:12,2,62862,0,0
6579,591,2022-12-18 09:46:33,1,-41694,21553,0
6580,735,2022-12-18 09:47:03,2,33007,0,0
6581,840,2022-12-18 09:47:20,1,-41570,22379,0
6582,128,2022-12-18 09:48:09,3,0,0,1
6583,42,2022-12-18 09:48:13,1,-35003,13660,0
6584,906,2022-12-18 09:48:52,2,94748,0,0
6585,223,2022-12-18 09:48:54,2,76766,0,0
6586,908,2022-12-18 09:49:28,2,16570,0,0
6587,391,2022-12-18 09:49:39,1,-49305,94625,0
6588,803,2022-12-18 09:50:10,2,22408,0,0
6589,72,2022-12-18 09:50:38,3,0,0,2
6590,971,2022-12-18 09:51:04,1,-98036,47953,0
6591,13,2022-12-18 09:51:07,2,29351,0,0
6592,739,2022-12-18 09:51:10,3,0,0,2
6593,281,2022-12-18 09:51:16,1,-74763,85642,0
6594,304,2022-12-18 09:51:57,2,65870,0,0
6595,852,2022-12-18 09:52:01,3,0,0,2
6596,803,2022-12-18 09:52:26,1,-34252,37118,0
6597,615,2022-12-18 09:52:29,3,0,0,2
6598,503,2022-12-18 09:53:14,3,0,0,2
6599,589,2022-12-18 09:53:40,2,18218,0,0
6600,662,2022-12-18 09:54:17,2,88265,0,0
6601,213,2022-12-18 09:54:55,1,-84288,62290,0
6602,888,2022-12-18 09:54:59,1,-1251,96258,0
6603,29,2022-12-18 09:55:26,2,7476,0,0
6604,553,2022-12-18 09:56:12,3,0,0,2
6605,846,2022-12-18 09:56:56,1,-92379,10556,0
6606,417,2022-12-18 09:57:18,2,70907,0,0
6607,184,2022-12-18 09:58:00,2,76252,0,0
6608,292,2022-12-18 09:58:09,1,-66593,91462,0
6609,769,2022-12-18 09:58:44,3,0,0,2
6610,248,2022-12-18 09:59:26,2,2013,0,0
6611,120,2022-12-18 10:00:12,1,-9475,84179,0
6612,854,2022-12-18 10:00:25,1,-35473,76812,0
6613,60,2022-12-18 10:01:04,1,-86475,97413,0
6614,964,2022-12-18 10:01:45,1,-32904,88261,0
